location_name,street_address,city,state,zip_code,latitude,longitude,charging_details,amenities,superchargers_count,when_available,power_capacity,state_name,brand,updated
Wawa,2621 Philadelphia Pike,Claymont,DE,19703,39.794166,-75.469254,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Delaware,Tesla superchargers,2024-07-27
Wawa,605 Naamans Road,Brandywine,DE,19703,39.81808,-75.457775,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 150kW,Delaware,Tesla superchargers,2024-07-27
Wawa,2800 North Dupont Highway,Dover,DE,19901,39.194688,-75.547935,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Delaware,Tesla superchargers,2024-07-27
Wawa,17663 Dartmouth Drive,Lewes,DE,19958-4203,38.744467,-75.154255,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Delaware,Tesla superchargers,2024-07-27
Wawa,5018 Summit Bridge Road,Middletown,DE,19709,39.479068,-75.720345,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Delaware,Tesla superchargers,2024-07-27
Wawa,970 Christiana Bypass,New Castle,DE,19702,39.665108,-75.66706,"12 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",12, 24/7, 250kW,Delaware,Tesla superchargers,2024-07-27
Wawa,4000  North Dupont Highway,New Castle,DE,19720,39.7094,-75.5631,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Delaware,Tesla superchargers,2024-07-27
530 John F Kennedy Memorial Hwy,,Newark,DE,19702-5427,39.663584,-75.689802,"12 Superchargers, available 24/7, up to 150kW","restaurants, wifi, beverage, restrooms",12, 24/7, 150kW,Delaware,Tesla superchargers,2024-07-27
Wawa,274 E Chestnut Hill Rd,Newark,DE,19713,39.662048,-75.73562,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,Delaware,Tesla superchargers,2024-07-27
Royal Farms,19791 Coastal Hwy,Rehoboth Beach,DE,19971,38.716557,-75.10979,"12 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",12, 24/7, 250kW,Delaware,Tesla superchargers,2024-07-27
Wawa,30155 Veterans Way,Rehoboth,DE,19971,38.713054,-75.10428,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",8, 24/7, 250kW,Delaware,Tesla superchargers,2024-07-27
Wawa,22932  Sussex Highway,Seaford,DE,19973,38.65932,-75.59383,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Delaware,Tesla superchargers,2024-07-27
Cathedral Commons,3401 Idaho Ave NW,Washington,DC,20016,38.934857,-77.073612,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,,Tesla superchargers,2024-07-27
Bozzuto,130 M Street NE,Washington,DC,20002,38.90574,-77.005,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,,Tesla superchargers,2024-07-27
Dakota Crossing,2438 Market Street NE,Washington,DC,20018,38.921756,-76.953072,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 250kW,,Tesla superchargers,2024-07-27
Georgetown Safeway,1855 Wisconsin Ave NW,Washington,DC,20007,38.915854,-77.067303,"8 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 72kW,,Tesla superchargers,2024-07-27
Alachua Towne Centre,15560  Northwest US Highway 441,Alachua,FL,32615,29.79751,-82.50169,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",12, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Renaissance Centre,355 East Altamonte Drive,Altamonte Springs,FL,32701,28.664516,-81.381943,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 150kW,Florida,Tesla superchargers,2024-07-27
Wawa,1615  South Orange Blossom Trail,Apopka,FL,32703,28.65399,-81.46924,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Winn-Dixie,1737  East Oak Street,Arcadia,FL,34266,27.20918,-81.83831,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
21005 Biscayne Blvd,,Miami,FL,33180,25.97051,-80.1411,,"restaurants, shopping, restrooms",,,,Florida,Tesla superchargers,2024-07-27
Aventura Mall,19501 Biscayne Boulevard,Aventura,FL,33180,25.959482,-80.142374,"35 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, beverage, restrooms",35, 24/7, 72kW,Florida,Tesla superchargers,2024-07-27
Winn Dixie at Big Pine Key Shopping Center,251  Key Deer Boulevard,Big Pine Key,FL,33043,24.673307,-81.356387,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Town Center at Boca Raton,6000 Glades Road,Boca Raton,FL,33431,26.361663,-80.13276,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Target,650  North Congress Avenue,Boynton Beach,FL,33426,26.53195,-80.08852,"16 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, restrooms",16, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Regency Square,2400 W Brandon Blvd,Brandon,FL,33511-4721,27.940439,-82.3223,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 150kW,Florida,Tesla superchargers,2024-07-27
Sunrise Plaza,31100 Cortez Boulevard,Brooksville,FL,34602,28.52286,-82.2306,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, restrooms",12, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Canoe Creek Service Plaza,"Mile Post 229, Florida's Turnpike",Saint Cloud,FL,34769,28.095314,-81.274626,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Shoppes at Celebration Place,6210 W Irlo Bronson Memorial Hwy,Celebration,FL,34747,28.330973,-81.533956,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Florida,Tesla superchargers,2024-07-27
Burger King,1698 Main St,Chipley,FL,32428,30.75184,-85.55166,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Wawa,26508 US Highway 19 North,Clearwater,FL,33761,28.013251,-82.735903,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Redstone Plaza,2670 South Ferdon Boulevard,Crestview,FL,32536,30.733856,-86.566375,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Wawa,505 US-19,Crystal River,FL,34429,28.898709,-82.58687,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Wawa,11101  Southwest 184 Strett,Cutler Bay,FL,33157,25.598312,-80.371743,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Wawa,8103 Lake Wilson Road,Davenport,FL,33896,28.258136,-81.590488,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",12, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Tower Shops,1904 South University Drive,Davie,FL,33324,26.092588,-80.24975,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Target,2500 West International Speedway Boulevard,Daytona Beach,FL,32114,29.182844,-81.079224,"12 Superchargers, available 24/7, up to 250kW","wifi, shopping, beverage, restrooms",12, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
10th Street,Corner of Baldwin Ave. &amp; 10th Street,De Funiak Springs,FL,32435-2853,30.720925,-86.116601,"5 Superchargers, available 24/7, up to 150kW","restaurants, shopping, beverage, restrooms",5, 24/7, 150kW,Florida,Tesla superchargers,2024-07-27
Wawa,20 SW 12th Avenue,Deerfield Beach,FL,33442,26.317396,-80.119858,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Delray Marketplace,14851 Lyons Road,Delray Beach,FL,33446,26.455303,-80.190552,"18 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",18, 24/7, 150kW,Florida,Tesla superchargers,2024-07-27
Wawa,3400 Howland Blvd,Deltona,FL,32725,28.949941,-81.251472,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Wawa,3300  Northwest 87th Avenue,Doral,FL,33172,25.80622,-80.33778,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Miromar Outlets,10801  Corkscrew Road,Estero,FL,33928,26.435708,-81.772149,"16 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",16, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Sonny's BBQ,33505 South Dixie Hwy,Florida City,FL,33034-5628,25.45645,-80.4746,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Florida,Tesla superchargers,2024-07-27
Fort Drum Service Plaza,184 Florida's Turnpike,Okeechobee,FL,34972-4974,27.601605,-80.823354,"10 Superchargers, available 24/7, up to 150kW","wifi, beverage, restrooms",10, 24/7, 150kW,Florida,Tesla superchargers,2024-07-27
The Galleria at Fort Lauderdale,2414  East Sunrise Boulevard,Fort Lauderdale,FL,33304,26.13664,-80.11697,"16 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",16, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Wawa,6191  Powerline Road,Fort Lauderdale,FL,33309,26.202218,-80.155979,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Wawa,2620 West Broward Boulevard,Fort Lauderdale,FL,33312,26.121476,-80.176048,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Colonial Square,9355 Six Mile Cypress Parkway,Fort Myers,FL,33966-6527,26.608176,-81.809961,"14 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",14, 24/7, 150kW,Florida,Tesla superchargers,2024-07-27
Gulf Coast Town Center,9903 Gulf Coast Main Street,Fort Meyers,FL,33913,26.488319,-81.785302,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",12, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Wawa,5575 Okeechobee Road,Fort Pierce,FL,34947,27.417754,-80.381805,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Burger King,9401  NW 39th Ave,Gainesville,FL,32606,29.68822,-82.44322,"7 Superchargers, available 24/7, up to 250kW","restaurants, restrooms",7, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Butler Town Center,3217 Southwest 35th Boulevard,Gainesville,FL,32608,29.624093,-82.376991,"10 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",10, 24/7, 150kW,Florida,Tesla superchargers,2024-07-27
Tiger Point Pavilion,1430 Tiger Point Blvd,Gulf Breeze,FL,32563,30.389285,-87.062209,"12 Superchargers, available 24/7, up to 250kW","restaurants, restrooms",12, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Atlantic Village,701  North Federal Highway,Hallandale Beach,FL,33009,25.993948,-80.142826,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Sedano's Plaza,18600  NW 87th Ave,Hialeah,FL,33015,25.943094,-80.34414,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",12, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
River City Marketplace,13221 City Center Blvd,Jacksonville,FL,32218,30.47966,-81.63759,"16 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",16, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Winn-Dixie,703 Chaffee Road,Jacksonville,FL,32221,30.306677,-81.848394,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
St. Johns Commons,2220 County Road 210,St. Johns,FL,32259,30.060211,-81.513399,"10 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",10, 24/7, 150kW,Florida,Tesla superchargers,2024-07-27
Wawa,4866 Gate Parkway,Jacksonville,FL,32246,30.253438,-81.537149,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Florida,Tesla superchargers,2024-07-27
Wawa,5735 Philips Highway,Jacksonville,FL,32216,30.266153,-81.617074,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",12, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Wawa,6787  Wilson Boulevard,Jacksonville,FL,32210,30.27125,-81.75611,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
SunStop,6723 US-129,Jasper,FL,32052,30.44665,-82.93361,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
The Crosslands,751  Centerview Blvd,Kissimmee,FL,34741,28.34132,-81.41093,"16 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",16, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Wawa,7940 West Irlo Bronson Memorial Highway,Kissimmee,FL,34747,28.345501,-81.604193,"8 Superchargers, available 24/7, up to 150kW","wifi, beverage, restrooms",8, 24/7, 150kW,Florida,Tesla superchargers,2024-07-27
Wawa,116 North Highway 27/441,Lady Lake,FL,32159,28.916949,-81.922448,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Sun Stop,14170  US-441,Lake City,FL,32024,29.99604,-82.59898,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Village Square,2941 W US Hwy 90,Lake City,FL,32055-7284,30.180173,-82.679311,"6 Superchargers, available 24/7, up to 150kW","restaurants, wifi, beverage, restrooms",6, 24/7, 150kW,Florida,Tesla superchargers,2024-07-27
Wawa,4320 US Highway 98 North,Lakeland,FL,33809,28.097969,-81.975045,"7 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",7, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Mobil,5200  South Jefferson Street,Lamont,FL,32336,30.47215,-83.89144,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Wawa,25155  Maren Way,Land O' Lakes,FL,33559,28.188715,-82.400169,"8 Superchargers, available 24/7, up to 250kW",beverage,8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Wawa,1201 W Lantana Rd,Lantana,FL,33462,26.58776,-80.06433,"12 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",12, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Busy Bee,6458 US-129,Live Oak,FL,32060,30.332681,-82.961018,"12 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 150kW,Florida,Tesla superchargers,2024-07-27
Fasttrack,3907  Southwest SR 14,Madison,,,30.43352,-83.45372,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,,Tesla superchargers,2024-07-27
Florida Keys Marathon Airport,9400 Overseas Hwy,Marathon,FL,33050-3303,24.725916,-81.047519,"4 Superchargers, available 24/7, up to 150kW","wifi, restrooms",4, 24/7, 150kW,Florida,Tesla superchargers,2024-07-27
Dickey's Barbecue Pit,2070 FL-71,Marianna,FL,32448,30.716686,-85.185122,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Wawa,4429  FL-518,Melbourne,FL,32934,28.11976,-80.70014,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
1661 Pennsylvania Avenue,,Miami Beach,FL,33139,25.791204,-80.133863,"10 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, beverage, restrooms",10, 24/7, 72kW,Florida,Tesla superchargers,2024-07-27
The Shoppes at West Avenue,959 West Avenue,Miami Beach,FL,33139,25.7804,-80.141702,"18 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, beverage, restrooms",18, 24/7, 72kW,Florida,Tesla superchargers,2024-07-27
Wawa,2700 NW 183rd St,Miami Gardens,FL,33056,25.93994,-80.24642,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Bird Ludlam,6848 Bird Road,Miami,FL,33155,25.73228,-80.30617,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 250kW,Florida,Tesla superchargers,2024-07-27
Mary Brickell Village,900 S Miami Ave,Miami,FL,33130,25.764494,-80.194663,"4 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, beverage, restrooms",4, 24/7, 72kW,Florida,Tesla superchargers,2024-07-27
